Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
955458,717NHAI21,National Highways Authority Of India,Active,F ,1000000,INE906B07FE6,,Debentures and Bonds
955459,ECLC8L601A,ECL Finance Ltd,Active,F ,100000,INE804I075O5,,Debentures and Bonds
955460,ECLC8L601B,ECL Finance Ltd,Active,F ,100000,INE804I074O8,,Debentures and Bonds
955461,EFPLL8L602A,Edelweiss Finvest Pvt Ltd,Active,F ,100000,INE241O07333,,Debentures and Bonds
955462,835KMIL26,Kotak Mahindra Investments Ltd,Active,F ,1000000,INE975F08CS7,,Debentures and Bonds
955463,RFL21DEC16,Reliance Financial Ltd,Active,F ,100000,INE504L07843,,Debentures and Bonds
955464,RFL21DEC16A,Reliance Financial Ltd,Active,F ,100000,INE504L07850,,Debentures and Bonds
955465,RFL21DEC16B,Reliance Financial Ltd,Active,F ,100000,INE504L07868,,Debentures and Bonds
955466,RFL21DEC16C,Reliance Financial Ltd,Active,F ,100000,INE504L07876,,Debentures and Bonds
955467,RFL21DEC16D,Reliance Financial Ltd,Active,F ,100000,INE504L07884,,Debentures and Bonds
955468,EFPLK7L604A,Edelweiss Finvest Pvt Ltd,Active,F ,100000,INE241O07341,,Debentures and Bonds
955469,EFPLK7L604D,Edelweiss Finvest Pvt Ltd,Active,F ,100000,INE241O07358,,Debentures and Bonds
955470,ECLL8L603A,ECL Finance Ltd,Active,F ,100000,INE804I076O3,,Debentures and Bonds
955471,9SEFL26,SREI Equipment Finance Ltd,Active,F ,1000000,INE881J07EB3,,Debentures and Bonds
955472,3VMIPL19,Vivo Mobile India Pvt Ltd,Active,F ,1000000,INE294W08010,,Debentures and Bonds
955473,IIFL20DEC16,IIFL Wealth Finance Ltd,Active,F ,100000,INE248U07756,,Debentures and Bonds
955474,IIF20DEC16A,IIFL Wealth Finance Ltd,Active,F ,100000,INE248U07764,,Debentures and Bonds
955475,IIFL21DEC16,IIFL Wealth Finance Ltd,Active,F ,100000,INE248U07772,,Debentures and Bonds
955476,77KMPL18,Kotak Mahindra Prime Ltd,Active,F ,1000000,INE916DA7MG6,,Debentures and Bonds
955477,77KMPL18A,Kotak Mahindra Prime Ltd,Active,F ,1000000,INE916DA7MF8,,Debentures and Bonds
955478,762YES23,Yes Bank Ltd,Active,F ,1000000,INE528G08360,,Debentures and Bonds
955479,727PFC21,Power Finance Corporation Ltd,Active,F ,1000000,INE134E08IN2,,Debentures and Bonds
955480,940AUHFL20,Au Housing Finance Ltd,Active,F ,1000000,INE216P07126,,Debentures and Bonds
955481,1030MFC22,Magma Fincorp  Ltd,Active,F ,1000000,INE511C08AA9,,Debentures and Bonds
955482,RFL28DEC16,Reliance Financial Ltd,Active,F ,100000,INE504L07892,,Debentures and Bonds
955483,97TGDCL26,Tamil Nadu Generation and Distribution Corporation Ltd,Active,F ,1000000,INE340M08160,,Debentures and Bonds
955484,754RECL26,Rural Electrification Corporation Ltd,Active,F ,1000000,INE020B08AC9,,Debentures and Bonds
955485,RFL30DEC16,Reliance Financial Ltd,Active,F ,100000,INE504L07900,,Debentures and Bonds
955486,RCL27DEC16,Reliance Capital Ltd,Active,F ,100000,INE013A077J6,,Debentures and Bonds
955487,1150FSBFL20,Five-Star Business Finance Ltd,Active,F ,1000000,INE128S07028,,Debentures and Bonds
955488,748NABARD31,National Bank for Agriculture and Rural Development,Active,F ,1000000,INE261F08709,,Debentures and Bonds
955489,1150FSBF20,Five-Star Business Finance Ltd,Active,F ,1000000,INE128S07036,,Debentures and Bonds
955490,ECLL8L604A,ECL Finance Ltd,Active,F ,100000,INE804I077O1,,Debentures and Bonds
955491,ECLL8L604B,ECL Finance Ltd,Active,F ,100000,INE804I078O9,,Debentures and Bonds
955492,795HDBFS18,HDB FINANCIAL SERVICES Ltd,Active,F ,1000000,INE756I07AR3,,Debentures and Bonds
955493,125AMPL19,Annapurna Microfinance Pvt Ltd,Active,F ,1000000,INE515Q07194,,Debentures and Bonds
955494,1525AIPL21,Aster Infrahome Pvt Ltd,Active,F ,10000000,INE155W07015,,Debentures and Bonds
955495,96IFMRCF19,IFMR Capital Finance Pvt Ltd,Active,F ,1000000,INE850M07111,,Debentures and Bonds
955496,0JMFARPL20,JM Financial Asset Reconstruction Company Pvt Ltd,Active,F ,1000000,INE265J07092,,Debentures and Bonds
955497,0JMFARPL20A,JM Financial Asset Reconstruction Company Pvt Ltd,Active,F ,1000000,INE265J07084,,Debentures and Bonds
955498,73NABARD31,National Bank for Agriculture and Rural Development,Active,F ,1000000,INE261F08717,,Debentures and Bonds
955499,0JMFPL18,JM FINANCIAL PRODUCTS Ltd,Active,F ,1000000,INE523H07536,,Debentures and Bonds
955500,0JMFPL18B,JM FINANCIAL PRODUCTS Ltd,Active,F ,1000000,INE523H07544,,Debentures and Bonds
955501,20HMRPL26A,Heritage Max Realtech Pvt Ltd,Active,F ,100,INE366U08036,,Debentures and Bonds
955502,1030MFL22,Magma Fincorp  Ltd,Active,F ,1000000,INE511C08AB7,,Debentures and Bonds
955503,EFPLL9L602A,Edelweiss Finvest Pvt Ltd,Active,F ,100000,INE241O07366,,Debentures and Bonds
955504,IIFL29DEC16,IIFL Wealth Finance Ltd,Active,F ,100000,INE248U07780,,Debentures and Bonds
955505,EFPLL8L607A,Edelweiss Finvest Pvt Ltd,Active,F ,100000,INE241O07374,,Debentures and Bonds
955506,IIF29DEC16A,IIFL Wealth Finance Ltd,Active,F ,100000,INE248U07798,,Debentures and Bonds
955507,ECLL8L610A,ECL Finance Ltd,Active,F ,100000,INE804I074P5,,Debentures and Bonds
955508,JMFP05JAN17,JM FINANCIAL PRODUCTS Ltd,Active,F ,1000000,INE523H07551,,Debentures and Bonds
955509,ECLL8L609A,ECL Finance Ltd,Active,F ,100000,INE804I072P9,,Debentures and Bonds
955510,ECLL8L609C,ECL Finance Ltd,Active,F ,100000,INE804I073P7,,Debentures and Bonds
955511,RFL6JAN17,Reliance Financial Ltd,Active,F ,100000,INE504L07926,,Debentures and Bonds
955512,85STFCL26,Shriram Transport Finance Co Ltd,Active,F ,1000000,INE721A08CX6,,Debentures and Bonds
955513,805LTIFC27,L&amp;T Infrastructure Finance Company Ltd,Active,F ,1000000,INE691I08487,,Debentures and Bonds
955514,87JKLCL20,JK Lakshmi Cement Ltd,Active,F ,1000000,INE786A07328,,Debentures and Bonds
955515,88JKLCL21,JK Lakshmi Cement Ltd,Active,F ,1000000,INE786A07336,,Debentures and Bonds
955516,89JKLCL22,JK Lakshmi Cement Ltd,Active,F ,1000000,INE786A07344,,Debentures and Bonds
955517,145CIFCPL22,Chaitanya India Fin Credit Pvt Ltd,Active,F ,1,INE140R08031,,Debentures and Bonds
955518,865JSWEL22,JSW Energy Ltd,Active,F ,1000000,INE121E07320,,Debentures and Bonds
955519,8653AUFIL21,AU Financiers (India) Ltd,Active,F ,1000000,INE949L07493,,Debentures and Bonds
955520,960TBVFL23,TALWALKARS BETTER VALUE FITNESS Ltd,Active,F ,1000000,INE502K07104,,Debentures and Bonds
955521,805IIL21,India Infradebt Ltd,Active,F ,1000000,INE537P07265,,Debentures and Bonds
955522,810IIL26,India Infradebt Ltd,Active,F ,1000000,INE537P07273,,Debentures and Bonds
955523,RCL30DEC16,Reliance Capital Ltd,Active,F ,100000,INE013A078J4,,Debentures and Bonds
955524,RCL30DEC16A,Reliance Capital Ltd,Active,F ,100000,INE013A079J2,,Debentures and Bonds
955525,0MMFSL18AA,Mahindra &amp; Mahindra Financial Services Ltd,Active,F ,1000000,INE774D07QJ0,,Debentures and Bonds
955526,763MMFSL19,Mahindra &amp; Mahindra Financial Services Ltd,Active,F ,1000000,INE774D07QI2,,Debentures and Bonds
955527,13AMPL23,Asirvad Microfinance Pvt Ltd,Active,F ,1000000,INE516Q08158,,Debentures and Bonds
955528,EFPLC8L602A,Edelweiss Finvest Pvt Ltd,Active,F ,100000,INE241O07382,,Debentures and Bonds
955529,EFPLL8L608A,Edelweiss Finvest Pvt Ltd,Active,F ,100000,INE241O07390,,Debentures and Bonds
955530,108UMFPL19,Utkarsh Micro Finance Pvt Ltd,Active,F ,1000000,INE396P08041,,Debentures and Bonds
955531,11UMFPL19,Utkarsh Micro Finance Pvt Ltd,Active,F ,1000000,INE396P08058,,Debentures and Bonds
955532,76979KMPL18,Kotak Mahindra Prime Ltd,Active,F ,1000000,INE916DA7MJ0,,Debentures and Bonds
955533,77054KMPL18,Kotak Mahindra Prime Ltd,Active,F ,1000000,INE916DA7MH4,,Debentures and Bonds
955534,77107KMPL18,Kotak Mahindra Prime Ltd,Active,F ,1000000,INE916DA7MI2,,Debentures and Bonds
955535,15RENPL21,Rajesh Estates &amp; Nirman Pvt Ltd,Active,F ,1000000,INE331M07120,,Debentures and Bonds
955536,105UMFPL19,Utkarsh Micro Finance Pvt Ltd,Active,F ,1000000,INE396P08025,,Debentures and Bonds
955537,763MMFSL19A,Mahindra &amp; Mahindra Financial Services Ltd,Active,F ,1000000,INE774D07QK8,,Debentures and Bonds
955538,763MMFSL19Z,Mahindra &amp; Mahindra Financial Services Ltd,Active,F ,1000000,INE774D07QL6,,Debentures and Bonds
955539,117UMFPL26,Utkarsh Micro Finance Pvt Ltd,Active,F ,1000000,INE396P08074,,Debentures and Bonds
955540,103MFL22A,Magma Fincorp  Ltd,Active,F ,1000000,INE511C08AC5,,Debentures and Bonds
955541,12UMFPL22,Utkarsh Micro Finance Pvt Ltd,Active,F ,1000000,INE396P08066,,Debentures and Bonds
955542,104MFL27,Magma Fincorp  Ltd,Active,F ,1000000,INE511C08AD3,,Debentures and Bonds
955543,13AMPL22,Asirvad Microfinance Pvt Ltd,Active,F ,1000000,INE516Q08166,,Debentures and Bonds
955544,14SSDPL20,Shree Sukhakarta Developers Pvt Ltd,Active,F ,1000000,INE261P07023,,Debentures and Bonds
955545,ECLL8A702A,ECL Finance Ltd,Active,F ,100000,INE804I075P2,,Debentures and Bonds
955546,EFPLF8C701A,Edelweiss Finvest Pvt Ltd,Active,F ,100000,INE241O07408,,Debentures and Bonds
955547,76487KMIL18,Kotak Mahindra Investments Ltd,Active,F ,1000000,INE975F07FO1,,Debentures and Bonds
955548,1078HDFC20,Housing Development Finance CorpLt,Active,F ,10000000,INE001A07PY5,,Debentures and Bonds
955549,12MMFL19,Muthoot Microfin Ltd,Active,F ,1000000,INE046W07040,,Debentures and Bonds
955550,1149AFSPL19,Arohan Financial Services Pvt Ltd,Active,F ,1000000,INE808K08020,,Debentures and Bonds
955551,1135DML20,Disha Microfin Ltd,Active,F ,1000000,INE519Q08012,,Debentures and Bonds
955552,1145VFSPL18,Vistaar Financial Services Pvt Ltd,Active,F ,1000000,INE016P07096,,Debentures and Bonds
955553,1145VFSP19A,Vistaar Financial Services Pvt Ltd,Active,F ,1000000,INE016P07104,,Debentures and Bonds
955554,1145VFSPL20,Vistaar Financial Services Pvt Ltd,Active,F ,1000000,INE016P07112,,Debentures and Bonds
955555,EFPL9D701A,Edelweiss Finvest Pvt Ltd,Active,F ,100000,INE241O07432,,Debentures and Bonds
955556,EPLL9D701B,Edelweiss Finvest Pvt Ltd,Active,F ,100000,INE241O07424,,Debentures and Bonds
955557,EFLL8A701A,Edelweiss Finvest Pvt Ltd,Active,F ,100000,INE241O07416,,Debentures and Bonds
955558,EFLI1A701A,Edelweiss Finvest Pvt Ltd,Active,F ,100000,INE241O08034,,Debentures and Bonds
955559,RCL04JAN17,Reliance Capital Ltd,Active,F ,100000,INE013A070K9,,Debentures and Bonds
955560,681HUDCO20,Housing &amp;Urban Development Corporation Ltd,Active,F ,1000000,INE031A08517,,Debentures and Bonds
955561,723PFCL27,Power Finance Corporation Ltd,Active,F ,1000000,INE134E08IO0,,Debentures and Bonds
955562,92AFSL22,Avanse Financial Services Ltd,Active,F ,1000000,INE087P07071,,Debentures and Bonds
955563,765BFL20,Bajaj Finance Ltd,Active,F ,1000000,INE296A07NL3,,Debentures and Bonds
955564,0BFL20B,Bajaj Finance Ltd,Active,F ,1000000,INE296A07NM1,,Debentures and Bonds
955565,0BFL20C,Bajaj Finance Ltd,Active,F ,1000000,INE296A07NN9,,Debentures and Bonds
955566,0BFL22,Bajaj Finance Ltd,Active,F ,1000000,INE296A07NO7,,Debentures and Bonds
955567,77BFL22,Bajaj Finance Ltd,Active,F ,1000000,INE296A07NP4,,Debentures and Bonds
955568,ECLL9A701A,ECL Finance Ltd,Active,F ,100000,INE804I076P0,,Debentures and Bonds
955569,ECLL9F701A,ECL Finance Ltd,Active,F ,100000,INE804I078P6,,Debentures and Bonds
955570,784PVRL20,PVR Ltd,Active,F ,1000000,INE191H07243,,Debentures and Bonds
955571,RFL12JAN17,Reliance Financial Ltd,Active,F ,100000,INE504L07934,,Debentures and Bonds
955572,20ACL21,Ansal Condominium Ltd,Active,F ,1000000,INE446W07018,,Debentures and Bonds
955573,0SKSPGL38,SKS Power Generation (Chhattisgarh) Ltd,Active,F ,10000,INE097M08042,,Debentures and Bonds
955574,102UMFPL20,Utkarsh Micro Finance Pvt Ltd,Active,F ,1000000,INE396P08082,,Debentures and Bonds
955575,0HDFCL20A,Housing Development Finance CorpLt,Active,F ,10000000,INE001A07PZ2,,Debentures and Bonds
955576,74615MMFS18,Mahindra &amp; Mahindra Financial Services Ltd,Active,F ,1000000,INE774D07QM4,,Debentures and Bonds
955577,IIFL05JAN17,IIFL Wealth Finance Ltd,Active,F ,100000,INE248U07806,,Debentures and Bonds
955578,IIFL5JAN17A,IIFL Wealth Finance Ltd,Active,F ,100000,INE248U07814,,Debentures and Bonds
955579,IIFL05JAN,IIFL Wealth Finance Ltd,Active,F ,100000,INE248U07822,,Debentures and Bonds
955580,795LTIDFL22,L&amp;T Infra Debt Fund Ltd,Active,F ,2500000,INE235P07613,,Debentures and Bonds
955581,RCL09JAN17,Reliance Capital Ltd,Active,F ,100000,INE013A071K7,,Debentures and Bonds
955582,RCL12JAN17,Reliance Capital Ltd,Active,F ,100000,INE013A072K5,,Debentures and Bonds
955583,9ECLF24,ECL Finance Ltd,Active,F ,1000000,INE804I077P8,,Debentures and Bonds
955584,71PFC27,Power Finance Corporation Ltd,Active,F ,1000000,INE134E08IP7,,Debentures and Bonds
955585,955MFL22,Magma Fincorp  Ltd,Active,F ,1000000,INE511C07573,,Debentures and Bonds
955586,683PFCL20,Power Finance Corporation Ltd,Active,F ,1000000,INE134E08IQ5,,Debentures and Bonds
955587,1127HCFPL20,Home Credit India Finance Pvt Ltd,Active,F ,1000000,INE172V07053,,Debentures and Bonds
955588,716NABARD32,716NABARD32,Active,F ,1000000,INE261F08725,,Debentures and Bonds
955589,0SIPL20,0SIPL20,Active,F ,1000000,INE764L07140,,Debentures and Bonds
955590,EFPLH7A701A,EFPLH7A701A,Active,F ,100000,INE241O08042,,Debentures and Bonds
955591,0SIPL20A,0SIPL20A,Active,F ,1000000,INE764L07132,,Debentures and Bonds
955592,EFPLA8A701A,EFPLA8A701A,Active,F ,100000,INE241O07440,,Debentures and Bonds
955593,EFPLL8A703A,EFPLL8A703A,Active,F ,100000,INE241O07457,,Debentures and Bonds
955594,768HDBFS20,768HDBFS20,Active,F ,1000000,INE756I07AS1,,Debentures and Bonds
955595,763HDBFS19,763HDBFS19,Active,F ,1000000,INE756I07AT9,,Debentures and Bonds
955596,76735HDBF20,76735HDBF20,Active,F ,1000000,INE756I07AU7,,Debentures and Bonds
960511,ICMMB71,ICICI Bank Ltd,Active,F ,50000,INE005A11655,Banks,Debentures and Bonds
960523,ICMMB73,ICICI Bank Ltd,Active,F ,10000,INE005A11697,Banks,Debentures and Bonds
960560,ICMMB75,ICICI Bank Ltd,Active,F ,1,INE005A11143,Banks,Debentures and Bonds
960580,ICMMB80,ICICI Bank Ltd,Active,F ,5000,INE005A11085,Banks,Debentures and Bonds
960590,ICMMB85,ICICI Bank Ltd,Active,F ,50000,INE005A11200,Banks,Debentures and Bonds
960600,ICMMB90,ICICI Bank Ltd,Active,F ,50000,INE005A11440,Banks,Debentures and Bonds
960615,ICMMB94,ICICI Bank Ltd,Active,F ,50000,INE005A11747,Banks,Debentures and Bonds
960616,ICIPB51,ICICI Bank Ltd,Active,F ,5000,INE005A08982,Banks,Debentures and Bonds
960617,ICIPB52,ICICI Bank Ltd,Active,F ,5000,INE005A08990,Banks,Debentures and Bonds
960618,ICIPB53,ICICI Bank Ltd,Active,F ,5000,INE005A08AA6,Banks,Debentures and Bonds
960632,ICCGB50,ICICI Bank Ltd,Active,F ,5000,INE005A11788,Banks,Debentures and Bonds
960633,ICCGB51,ICICI Bank Ltd,Active,F ,5000,INE005A11796,Banks,Debentures and Bonds
960636,ICIPB56,ICICI Bank Ltd,Active,F ,5000,INE005A08BM9,Banks,Debentures and Bonds
960644,ICCGB52,ICICI Bank Ltd,Active,F ,5000,INE005A11838,Banks,Debentures and Bonds
960645,ICCGB53,ICICI Bank Ltd,Active,F ,5000,INE005A11846,Banks,Debentures and Bonds
960648,ICIPB59,ICICI Bank Ltd,Active,F ,5000,INE005A08BV0,Banks,Debentures and Bonds
960658,ICCGB54,ICICI Bank Ltd,Active,F ,5000,INE005A11903,Banks,Debentures and Bonds
960659,ICCGB55,ICICI Bank Ltd,Active,F ,5000,INE005A11911,Banks,Debentures and Bonds
960662,ICIPB62,ICICI Bank Ltd,Active,F ,5000,INE005A08CF1,Banks,Debentures and Bonds
960671,ICCGB56,ICICI Bank Ltd,Active,F ,25000,INE005A11952,Banks,Debentures and Bonds
960672,ICCGB57,ICICI Bank Ltd,Active,F ,40000,INE005A11960,Banks,Debentures and Bonds
960683,ICCGB58,ICICI Bank Ltd,Active,F ,25000,INE005A11AB8,Banks,Debentures and Bonds
960684,ICCGB59,ICICI Bank Ltd,Active,F ,40000,INE005A11AC6,Banks,Debentures and Bonds
960695,ICCGB60,ICICI Bank Ltd,Active,F ,25000,INE005A11AH5,Banks,Debentures and Bonds
960696,ICCGB61,ICICI Bank Ltd,Active,F ,40000,INE005A11AI3,Banks,Debentures and Bonds
960710,ICCGB62,ICICI Bank Ltd,Active,F ,25000,INE005A11AN3,Banks,Debentures and Bonds
960711,ICCGB63,ICICI Bank Ltd,Active,F ,40000,INE005A11AO1,Banks,Debentures and Bonds
960727,ICCGB64,ICICI Bank Ltd,Active,F ,25000,INE005A11AT0,Banks,Debentures and Bonds
960728,ICCGB65,ICICI Bank Ltd,Active,F ,40000,INE005A11AU8,Banks,Debentures and Bonds
960751,ICCGB66,ICICI Bank Ltd,Active,F ,25000,INE005A11AZ7,Banks,Debentures and Bonds
960752,ICCGB67,ICICI Bank Ltd,Active,F ,40000,INE005A11BA8,Banks,Debentures and Bonds
960774,ICCGB68,ICICI Bank Ltd,Active,F ,25000,INE005A11BE0,Banks,Debentures and Bonds
960775,ICCGB69,ICICI Bank Ltd,Active,F ,40000,INE005A11BF7,Banks,Debentures and Bonds
960787,ICCGB70,ICICI Bank Ltd,Active,F ,25000,INE005A11BJ9,Banks,Debentures and Bonds
960788,ICCGB71,ICICI Bank Ltd,Active,F ,40000,INE005A11BK7,Banks,Debentures and Bonds
960883,IDBIR121,IDBI Bank Ltd,Active,F ,5000,INE008A09885,Banks,Debentures and Bonds
960915,OMNI2003G,IDBI Bank Ltd,Active,F ,1000000,INE008A08UA8,Banks,Debentures and Bonds
961017,IDBIRIB21D,IDBI Bank Ltd,Active,F ,5000,INE008A09AM3,Banks,Debentures and Bonds
961066,HDFC04FE,HDFC Bank Ltd,Active,F ,1000000,INE040A08120,Banks,Debentures and Bonds
961390,IDBI01AG03,IDBI Bank Ltd,Active,F ,100000,INE008A08PO9,Banks,Debentures and Bonds
961394,NHB31MR98,National Housing Bank,Active,F ,946000,INE557F09146,Housing Finance ,Debentures and Bonds
961396,NHB10FE99,National Housing Bank,Active,F ,944667,INE557F09179,Housing Finance ,Debentures and Bonds
961397,NHB16DE99,National Housing Bank,Active,F ,946083,INE557F09203,Housing Finance ,Debentures and Bonds
961398,IDB18AUG03,IDBI Bank Ltd,Active,F ,100000,INE008A08PU6,Banks,Debentures and Bonds
961400,NHB28MR02,National Housing Bank,Active,F ,1000000,INE557F09278,Housing Finance ,Debentures and Bonds
961403,NHB26JU02,National Housing Bank,Active,F ,1000000,INE557F09286,Housing Finance ,Debentures and Bonds
961612,MSRDSR19,Maharashtra State Road Development Corp Ltd,Active,F ,1000000,INE341E07282,Roads &amp; Highways,Debentures and Bonds
961613,MSRDSR20,Maharashtra State Road Development Corp Ltd,Active,F ,1000000,INE341E07290,Roads &amp; Highways,Debentures and Bonds
961614,MSRDSR21,Maharashtra State Road Development Corp Ltd,Active,F ,1000000,INE341E07308,Roads &amp; Highways,Debentures and Bonds
961615,MSRDSR22A,Maharashtra State Road Development Corp Ltd,Active,F ,1000000,INE341E07324,Roads &amp; Highways,Debentures and Bonds
961670,ICIRIBB1,ICICI Bank Ltd,Active,F ,10000,INE090A08MT3,Banks,Debentures and Bonds
961671,ICIRIBB2,ICICI Bank Ltd,Active,F ,10000,INE090A08MU1,Banks,Debentures and Bonds
961683,BOB09OCT09,Bank of Baroda,Active,F ,1000000,INE028A09131,Banks,Debentures and Bonds
961693,SBIBONDSII,State Bank of India,Active,F ,10000,INE062A08025,Banks,Debentures and Bonds
961694,IDFCBKBD1A,IDFC Bank Ltd,Active,F ,5000,INE092T08CC6,Banks,Debentures and Bonds
961695,IDFCBKBD1B,Infrastructure Development Finance Company Ltd,Active,F ,5000,INE092T08CD4,Banks,Debentures and Bonds
961696,IDFCBKBD1C,IDFC Bank Ltd,Active,F ,5000,INE092T08CE2,Banks,Debentures and Bonds
961697,IDFCBKBD1D,Infrastructure Development Finance Company Ltd,Active,F ,5000,INE092T08CF9,Banks,Debentures and Bonds
961699,IDFCBKBD1E,Infrastructure Development Finance Company Ltd,Active,F ,5000,INE092T08CG7,Banks,Debentures and Bonds
961700,IDFCBKBD1F,Infrastructure Development Finance Company Ltd,Active,F ,5000,INE092T08CH5,Banks,Debentures and Bonds
961703,SBIBIVR,State Bank of India,Active,F ,10000,INE062A08058,Banks,Debentures and Bonds
961704,SBIBIVNR,State Bank of India,Active,F ,10000,INE062A08066,Banks,Debentures and Bonds
961705,IIFCLBDIS1,India Infrastructure Finance Company Ltd,Active,F ,1000,INE787H07016,Finance (including NBFCs),Debentures and Bonds
961706,IIFCLBDIS2,India Infrastructure Finance Company Ltd,Active,F ,1000,INE787H07024,Finance (including NBFCs),Debentures and Bonds
961707,IIFCLBDIS3,India Infrastructure Finance Company Ltd,Active,F ,1000,INE787H07032,Finance (including NBFCs),Debentures and Bonds
961708,IIFCLBDIS4,India Infrastructure Finance Company Ltd,Active,F ,1000,INE787H07040,Finance (including NBFCs),Debentures and Bonds
961711,PFCBS1,Power Finance Corporation Ltd,Active,F ,5000,INE134E07075,Finance (including NBFCs),Debentures and Bonds
961712,PFCBS2,Power Finance Corporation Ltd,Active,F ,5000,INE134E07083,Finance (including NBFCs),Debentures and Bonds
961713,PFCBS3,Power Finance Corporation Ltd,Active,F ,5000,INE134E07091,Finance (including NBFCs),Debentures and Bonds
961714,PFCBS4,Power Finance Corporation Ltd,Active,F ,5000,INE134E07109,Finance (including NBFCs),Debentures and Bonds
961715,PFCBT1S1,Power Finance Corporation Ltd,Active,F ,5000,INE134E07158,Finance (including NBFCs),Debentures and Bonds
961716,PFCBT1S2,Power Finance Corporation Ltd,Active,F ,5000,INE134E07166,Finance (including NBFCs),Debentures and Bonds
961717,PFCBT1S3,Power Finance Corporation Ltd,Active,F ,5000,INE134E07174,Finance (including NBFCs),Debentures and Bonds
961718,PFCBT1S4,Power Finance Corporation Ltd,Active,F ,5000,INE134E07182,Finance (including NBFCs),Debentures and Bonds
961719,IDFCBKBD1I,Infrastructure Development Finance Company Ltd,Active,F ,5000,INE092T08CK9,Banks,Debentures and Bonds
961720,IDFCBKBD1J,Infrastructure Development Finance Company Ltd,Active,F ,5000,INE092T08CL7,Banks,Debentures and Bonds
961721,LTINF90122I,L&amp;T Infrastructure Finance Company Ltd,Active,F ,1000,INE691I07265,Finance (including NBFCs),Debentures and Bonds
961722,LTINF9122II,L&amp;T Infrastructure Finance Company Ltd,Active,F ,1000,INE691I07273,Finance (including NBFCs),Debentures and Bonds
961726,MFINNCD2D,Muthoot Finance Ltd,Active,F ,1000,INE414G07142,Finance (including NBFCs),Debentures and Bonds
961727,820NHAI22,National Highways Authority Of India,Active,F ,1000,INE906B07CA1,Roads &amp; Highways,Debentures and Bonds
961728,830NHAI27,National Highways Authority Of India,Active,F ,1000,INE906B07CB9,Roads &amp; Highways,Debentures and Bonds
961729,820PFC2022,Power Finance Corporation Ltd,Active,F ,1000,INE134E07190,Finance (including NBFCs),Debentures and Bonds
961730,830PFC2027,Power Finance Corporation Ltd,Active,F ,1000,INE134E07208,Finance (including NBFCs),Debentures and Bonds
961731,8IRFC230222,Indian Railway Finance Corporation Ltd,Active,F ,1000,INE053F07520,Other Financial Services,Debentures and Bonds
961732,810IRFC2327,Indian Railway Finance Corporation Ltd,Active,F ,1000,INE053F07538,Other Financial Services,Debentures and Bonds
961733,HUDCO050322,Housing &amp; Urban Development Cor [HU,Active,F ,1000,INE031A07832,Housing Finance ,Debentures and Bonds
961734,HUDCO050327,Housing &amp; Urban Development Cor [HU,Active,F ,1000,INE031A07840,Housing Finance ,Debentures and Bonds
961743,793REC22,Rural Electrification Corporation Ltd,Active,F ,1000,INE020B07GG9,Finance (including NBFCs),Debentures and Bonds
961744,812REC27,Rural Electrification Corporation Ltd,Active,F ,1000,INE020B07GH7,Finance (including NBFCs),Debentures and Bonds
961748,722REC22TF,Rural Electrification Corporation Ltd,Active,F ,1000,INE020B07GW6,Finance (including NBFCs),Debentures and Bonds
961749,738REC27TF,Rural Electrification Corporation Ltd,Active,F ,1000,INE020B07GX4,Finance (including NBFCs),Debentures and Bonds
961750,719PFC2023,Power Finance Corporation Ltd,Active,F ,1000,INE134E07331,Finance (including NBFCs),Debentures and Bonds
961751,736PFC2028,Power Finance Corporation Ltd,Active,F ,1000,INE134E07349,Finance (including NBFCs),Debentures and Bonds
961752,719IIFCL23,India Infrastructure Finance Company Ltd,Active,F ,1000,INE787H07131,Finance (including NBFCs),Debentures and Bonds
961753,736IIFCL28,India Infrastructure Finance Company Ltd,Active,F ,1000,INE787H07149,Finance (including NBFCs),Debentures and Bonds
961754,740IIFCL33,India Infrastructure Finance Company Ltd,Active,F ,1000,INE787H07156,Finance (including NBFCs),Debentures and Bonds
961755,718IRFC2023,Indian Railway Finance Corporation,Active,F ,1000,INE053F07561,Other Financial Services,Debentures and Bonds
961756,734IRFC2028,Indian Railway Finance Corporation,Active,F ,1000,INE053F07579,Other Financial Services,Debentures and Bonds
961757,688IRFC2023,Indian Railway Finance Corporation,Active,F ,1000,INE053F07587,Other Financial Services,Debentures and Bonds
961758,704IRFC2028,Indian Railway Finance Corporation,Active,F ,1000,INE053F07595,Other Financial Services,Debentures and Bonds
961759,688REC2023,Rural Electrification Corporation Ltd,Active,F ,1000,INE020B07GY2,Finance (including NBFCs),Debentures and Bonds
961760,704REC2028,Rural Electrification Corporation Ltd,Active,F ,1000,INE020B07GZ9,Finance (including NBFCs),Debentures and Bonds
961761,697DCI2023,Dredging Corporation of India Ltd.,Active,F ,1000,INE506A07015,Shipping,Debentures and Bonds
961762,701KPL2023,Kamarajar Port Ltd,Active,F ,1000,INE363O07020,Marine Port &amp; Services,Debentures and Bonds
961763,717KPL2028,Kamarajar Port Ltd,Active,F ,1000,INE363O07046,Marine Port &amp; Services,Debentures and Bonds
961764,734HUDCO23,Housing &amp; Urban Development Cor [HU,Active,F ,1000,INE031A07857,Housing Finance ,Debentures and Bonds
961765,751HUDCO28,Housing &amp; Urban Development Cor [HU,Active,F ,1000,INE031A07865,Housing Finance ,Debentures and Bonds
